UniProt	SwissProt	Chembl	Annotation
MET_MOUSE	P16056	CHEMBL5585	Hepatocyte Growth Factor Receptor, Mouse
MGA_HUMAN	O43451	CHEMBL2074	Maltase-glucoamylase, Human
MGLL_HUMAN	Q99685	CHEMBL4191	Monoglyceride Lipase, Human
MGLL_MOUSE	O35678	CHEMBL5774	Monoglyceride Lipase, Mouse
MGLL_RAT	Q8R431	CHEMBL3321	Monoglyceride Lipase, Rat
MGMT_HUMAN	P16455	CHEMBL2864	6-O-methylguanine-DNA Methyltransferase, Human
MIF_HUMAN	P14174	CHEMBL2085	Macrophage Migration Inhibitory Factor, Human
MINK1_HUMAN	Q8N4C8	CHEMBL5518	Misshapen-like Kinase 1, Human
MIP_LEGPN	Q70YI1	CHEMBL1667669	Outer Membrane Protein MIP, Legpn
MK01_HUMAN	P28482	CHEMBL4040	MAP Kinase ERK2, Human
MK01_RAT	P63086	CHEMBL5233	Mitogen-activated Protein Kinase 1, Rat
MK03_HUMAN	P27361	CHEMBL3385	MAP Kinase ERK1, Human
MK04_HUMAN	P31152	CHEMBL5759	Mitogen-activated Protein Kinase 4, Human
MK06_HUMAN	Q16659	CHEMBL5121	Mitogen-activated Protein Kinase 6, Human
MK07_HUMAN	Q13164	CHEMBL5332	Mitogen-activated Protein Kinase 7, Human
MK08_HUMAN	P45983	CHEMBL2276	C-Jun N-terminal Kinase 1, Human
MK08_RAT	P49185	CHEMBL5718	Mitogen-activated Protein Kinase 8, Rat
MK09_HUMAN	P45984	CHEMBL4179	C-Jun N-terminal Kinase 2, Human
MK10_HUMAN	P53779	CHEMBL2637	C-Jun N-terminal Kinase 3, Human
MK10_RAT	P49187	CHEMBL4092	C-Jun N-terminal Kinase 3, Rat
MK11_HUMAN	Q15759	CHEMBL3961	MAP Kinase P38 Beta, Human
MK11_MOUSE	Q9WUI1	CHEMBL4335	MAP Kinase P38 Beta, Mouse
MK12_HUMAN	P53778	CHEMBL4674	MAP Kinase P38 Gamma, Human
MK12_MOUSE	O08911	CHEMBL2445	MAP Kinase P38 Gamma, Mouse
MK13_HUMAN	O15264	CHEMBL2939	MAP Kinase P38 Delta, Human
MK13_MOUSE	Q9Z1B7	CHEMBL4387	MAP Kinase P38 Delta, Mouse
MK14_HUMAN	Q16539	CHEMBL260	MAP Kinase P38 Alpha, Human
MK14_MOUSE	P47811	CHEMBL2336	MAP Kinase P38 Alpha, Mouse
MK14_RAT	P70618	CHEMBL4825	MAP Kinase P38 Alpha, Rat
MK15_HUMAN	Q8TD08	CHEMBL5198	Mitogen-activated Protein Kinase 15, Human
MKNK1_HUMAN	Q9BUB5	CHEMBL4718	MAP Kinase-interacting Serine/threonine-protein Kinase MNK1, Human
MKNK2_HUMAN	Q9HBH9	CHEMBL4204	MAP Kinase Signal-integrating Kinase 2, Human
MLTK_HUMAN	Q9NYL2	CHEMBL3886	Mixed Lineage Kinase 7, Human
MMP10_HUMAN	P09238	CHEMBL4270	Matrix Metalloproteinase 10, Human
MMP11_HUMAN	P24347	CHEMBL2867	Matrix Metalloproteinase 11, Human
MMP11_MOUSE	Q02853	CHEMBL3412	Matrix Metalloproteinase 11, Mouse
MMP12_HUMAN	P39900	CHEMBL4393	Matrix Metalloproteinase 12, Human
MMP12_MOUSE	P34960	CHEMBL2594	Matrix Metalloproteinase 12, Mouse
MMP12_RAT	Q63341	CHEMBL5506	Macrophage Metalloelastase, Rat
MMP13_BOVIN	O77656	CHEMBL5327	Matrix Metalloproteinase 13, Bovin
MMP13_HUMAN	P45452	CHEMBL280	Matrix Metalloproteinase 13, Human
MMP13_RAT	P23097	CHEMBL4944	Matrix Metalloproteinase 13, Rat
MMP14_HUMAN	P50281	CHEMBL3869	Matrix Metalloproteinase 14, Human
MMP15_HUMAN	P51511	CHEMBL2963	Matrix Metalloproteinase 15, Human
MMP16_HUMAN	P51512	CHEMBL2200	Matrix Metalloproteinase 16, Human
MMP17_HUMAN	Q9ULZ9	CHEMBL2937	Matrix Metalloproteinase 17, Human
MMP1_HUMAN	P03956	CHEMBL332	Matrix Metalloproteinase-1, Human
MMP25_HUMAN	Q9NPA2	CHEMBL1795103	Matrix Metalloproteinase-25, Human
MMP26_HUMAN	Q9NRE1	CHEMBL4707	Matrix Metalloproteinase 26, Human
MMP2_HUMAN	P08253	CHEMBL333	Matrix Metalloproteinase-2, Human
MMP2_MOUSE	P33434	CHEMBL3095	Matrix Metalloproteinase-2, Mouse
MMP2_RAT	P33436	CHEMBL1075175	72 KDa Type IV Collagenase, Rat
MMP3_HUMAN	P08254	CHEMBL283	Matrix Metalloproteinase 3, Human
MMP7_HUMAN	P09237	CHEMBL4073	Matrix Metalloproteinase 7, Human
MMP8_HUMAN	P22894	CHEMBL4588	Matrix Metalloproteinase 8, Human
MMP8_RAT	O88766	CHEMBL2312	Matrix Metalloproteinase 8, Rat
MMP9_HUMAN	P14780	CHEMBL321	Matrix Metalloproteinase 9, Human
MMP9_MOUSE	P41245	CHEMBL2214	Matrix Metalloproteinase 9, Mouse
MMP9_RAT	P50282	CHEMBL3870	Matrix Metalloproteinase 9, Rat
MOT1_HUMAN	P53985	CHEMBL4360	Monocarboxylate Transporter 1, Human
MP2K1_HUMAN	Q02750	CHEMBL3587	Dual Specificity Mitogen-activated Protein Kinase Kinase 1, Human
MP2K1_MOUSE	P31938	CHEMBL5860	Dual Specificity Mitogen-activated Protein Kinase Kinase 1, Mouse
MP2K2_HUMAN	P36507	CHEMBL2964	Dual Specificity Mitogen-activated Protein Kinase Kinase 2, Human
MP2K3_HUMAN	P46734	CHEMBL2109	Dual Specificity Mitogen-activated Protein Kinase Kinase 3, Human
MP2K4_HUMAN	P45985	CHEMBL2897	Dual Specificity Mitogen-activated Protein Kinase Kinase 4, Human
MP2K5_HUMAN	Q13163	CHEMBL4948	Dual Specificity Mitogen-activated Protein Kinase Kinase 5, Human
MP2K6_HUMAN	P52564	CHEMBL2171	Dual Specificity Mitogen-activated Protein Kinase Kinase 6, Human
MP2K7_HUMAN	O14733	CHEMBL3530	Dual Specificity Mitogen-activated Protein Kinase Kinase 7, Human
MPIP1_HUMAN	P30304	CHEMBL3775	Dual Specificity Phosphatase Cdc25A, Human
MPIP2_HUMAN	P30305	CHEMBL4804	Dual Specificity Phosphatase Cdc25B, Human
MPIP2_MOUSE	P30306	CHEMBL2723	Dual Specificity Phosphatase Cdc25B, Mouse
MPIP3_HUMAN	P30307	CHEMBL2378	Dual Specificity Phosphatase Cdc25C, Human
MPI_CANAL	P34948	CHEMBL3946	Mannose-6-phosphate Isomerase, Canal
MPI_HUMAN	P34949	CHEMBL2758	Mannose-6-phosphate Isomerase, Human
MPRI_HUMAN	P11717	CHEMBL3240	Insulin-like Growth Factor II Receptor, Human
MRAY_BACSU	Q03521	CHEMBL1075151	Phospho-N-acetylmuramoyl-pentapeptide-transferase, Bacsu
MRAY_ECOLI	P0A6W3	CHEMBL3957	Phospho-N-acetylmuramoyl-pentapeptide-transferase, Ecoli
MRAY_STAAR	Q6GHQ3	CHEMBL3519	Phospho-N-acetylmuramoyl-pentapeptide-transferase, Staar
MRAY_STRP3	P0DB42	CHEMBL4590	Phospho-N-acetylmuramoyl-pentapeptide-transferase, Strp3
MRCKA_HUMAN	Q5VT25	CHEMBL4516	Serine/threonine-protein Kinase MRCK-A, Human
MRCKB_HUMAN	Q9Y5S2	CHEMBL5052	Serine/threonine-protein Kinase MRCK Beta, Human
MRCKG_HUMAN	Q6DT37	CHEMBL5615	Serine/threonine-protein Kinase MRCK Gamma, Human
MRP1_HUMAN	P33527	CHEMBL3004	Multidrug Resistance-associated Protein 1, Human
MRP1_MOUSE	O35379	CHEMBL2532	Multidrug Resistance-associated Protein 1, Mouse
MRP2_HUMAN	Q92887	CHEMBL5748	Canalicular Multispecific Organic Anion Transporter 1, Human
MRP3_HUMAN	O15438	CHEMBL5918	Canalicular Multispecific Organic Anion Transporter 2, Human
MSHB_MYCTU	O50426	CHEMBL6067	LmbE-related Protein, Myctu
MSHC_MYCTU	P67017	CHEMBL1744527	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside Ligase, Myctu
MSHR_HUMAN	Q01726	CHEMBL3795	Melanocortin Receptor 1, Human
MSHR_MOUSE	Q01727	CHEMBL4077	Melanocortin Receptor 1, Mouse
MSRE_HUMAN	P21757	CHEMBL5811	Macrophage Scavenger Receptor Types I And II, Human
MSRE_MOUSE	P30204	CHEMBL4399	Scavenger Receptor Type A, Mouse
MST4_HUMAN	Q9P289	CHEMBL5941	Serine/threonine-protein Kinase MST4, Human
MT3_HUMAN	P25713	CHEMBL1250357	Metallothionein-3, Human
MTAP_HUMAN	Q13126	CHEMBL4941	S-methyl-5-thioadenosine Phosphorylase, Human
MTAP_MOUSE	Q9CQ65	CHEMBL2663	S-methyl-5-thioadenosine Phosphorylase, Mouse
MTLR_HUMAN	O43193	CHEMBL2203	Motilin Receptor, Human
MTNN_ECO57	P0AF14	CHEMBL1250346	5'-methylthioadenosine/S-adenosylhomocysteine Nucleosidase, Eco57
MTNN_ECOLI	P0AF12	CHEMBL2866	S-adenosylhomocysteine Nucleosidase, Ecoli
MTNN_VIBCH	Q9KPI8	CHEMBL1250374	5'-methylthioadenosine/S-adenosylhomocysteine Nucleosidase, Vibch
MTOR_HUMAN	P42345	CHEMBL2842	FK506 Binding Protein 12, Human
MTOR_MOUSE	Q9JLN9	CHEMBL1255165	Serine/threonine-protein Kinase MTOR, Mouse
MTOR_RAT	P42346	CHEMBL1075134	Serine/threonine-protein Kinase MTOR, Rat
MTP_BOVIN	P55156	CHEMBL2934	Microsomal Triglyceride Transfer Protein Large Subunit, Bovin
MTP_HUMAN	P55157	CHEMBL2569	Microsomal Triglyceride Transfer Protein Large Subunit, Human
MTR1A_CHICK	P49285	CHEMBL4555	Melatonin Receptor 1A, Chick
MTR1A_HUMAN	P48039	CHEMBL1945	Melatonin Receptor 1A, Human
MTR1B_CHICK	P51050	CHEMBL4466	Melatonin Receptor 1B, Chick
MTR1B_HUMAN	P49286	CHEMBL1946	Melatonin Receptor 1B, Human
MTR1C_CHICK	P49288	CHEMBL3196	Melatonin Receptor 1C, Chick
MTSI_SPISQ	P15840	CHEMBL4373	CpG DNA Methylase, Spisq
MURA_ECOLI	P0A749	CHEMBL1984	UDP-N-acetylglucosamine 1-carboxyvinyltransferase, Ecoli
MURB_ECOLI	P08373	CHEMBL5526	UDP-N-acetylmuramate Dehydrogenase, Ecoli
MURB_STAAU	P61431	CHEMBL4089	UDP-N-acetylmuramate Dehydrogenase, Staau
MURI_ENTFA	Q836J0	CHEMBL5298	Glutamate Racemase, Entfa
MURI_HELPJ	Q9ZLT0	CHEMBL5185	Glutamate Racemase, Helpj
MURI_HELPY	P56068	CHEMBL6078	Glutamate Racemase, Helpy
MURI_LACFE	Q03469	CHEMBL3353	Glutamate Racemase, Lacfe
MUSK_HUMAN	O15146	CHEMBL5684	Muscle, Skeletal Receptor Tyrosine Protein Kinase, Human
MVD1_HUMAN	P53602	CHEMBL4340	Mevalonate Pyrophosphate Decarboxylase, Human
MYLK2_HUMAN	Q9H1R3	CHEMBL2777	Myosin Light Chain Kinase 2, Human
MYLK3_HUMAN	Q32MK0	CHEMBL4627	Myosin Light Chain Kinase, Human
MYLK4_HUMAN	Q86YV6	CHEMBL5426	Myosin Light Chain Kinase Family Member 4, Human
MYLK_CHICK	P11799	CHEMBL3062	Myosin Light Chain Kinase, Smooth Muscle, Chick
MYLK_HUMAN	Q15746	CHEMBL2428	Myosin Light Chain Kinase, Smooth Muscle, Human
MYO3A_HUMAN	Q8NEV4	CHEMBL5546	Myosin IIIA, Human
MYO3B_HUMAN	Q8WXR4	CHEMBL5654	Myosin-IIIB, Human
MYO5A_CHICK	Q02440	CHEMBL1781866	Myosin-Va, Chick
NAAA_HUMAN	Q02083	CHEMBL4349	N-acylsphingosine-amidohydrolase, Human
NADE_BACAN	Q81RP3	CHEMBL5271	NH(3)-dependent NAD(+) Synthetase, Bacan
NADE_BACSU	P08164	CHEMBL4615	NH(3)-dependent NAD(+) Synthetase, Bacsu
NADK_HUMAN	O95544	CHEMBL6177	NAD Kinase, Human
NAGZ_PSEAE	Q9HZK0	CHEMBL1667674	Beta-hexosaminidase, Pseae
NALD2_HUMAN	Q9Y3Q0	CHEMBL2609	NAALADase II, Human
NAMPT_HUMAN	P43490	CHEMBL1744525	Nicotinamide Phosphoribosyltransferase, Human
NANH_CLOPE	P10481	CHEMBL5189	Sialidase, Clope
NANH_VIBCH	P0C6E9	CHEMBL1075100	Sialidase, Vibch
NAT_MYCSM	O86309	CHEMBL6060	Arylamine N-acetyltransferase, Mycsm
NCEH1_HUMAN	Q6PIU2	CHEMBL5048	Neutral Cholesterol Ester Hydrolase 1, Human
NCF1_HUMAN	P14598	CHEMBL1613743	Neutrophil Cytosol Factor 1, Human
NCOAT_HUMAN	O60502	CHEMBL5921	Bifunctional Protein NCOAT, Human
NCOR2_HUMAN	Q9Y618	CHEMBL5949	Nuclear Receptor Corepressor 2, Human
NDUA4_HUMAN	O00483	CHEMBL2317	NADH-ubiquinone Oxidoreductase MLRQ Subunit, Human
NDUA6_HUMAN	P56556	CHEMBL2103	NADH-ubiquinone Oxidoreductase B14 Subunit, Human
NDUA8_HUMAN	P51970	CHEMBL3294	NADH-ubiquinone Oxidoreductase 19 KDa Subunit, Human
NDUAA_HUMAN	O95299	CHEMBL2089	NADH-ubiquinone Oxidoreductase 42 KDa Subunit, Human
NDUAB_BOVIN	Q8HXG6	CHEMBL2503	NADH-ubiquinone Oxidoreductase Subunit B14.7, Bovin
NDUAB_HUMAN	Q86Y39	CHEMBL2348	NADH-ubiquinone Oxidoreductase Subunit B14.7, Human
NDUB5_HUMAN	O43674	CHEMBL4337	NADH-ubiquinone Oxidoreductase SGDH Subunit, Human
NDUB6_HUMAN	O95139	CHEMBL2192	NADH-ubiquinone Oxidoreductase B17 Subunit, Human
NDUB7_HUMAN	P17568	CHEMBL2357	NADH-ubiquinone Oxidoreductase B18 Subunit, Human
NDUS2_HUMAN	O75306	CHEMBL3039	NADH-ubiquinone Oxidoreductase 49 KDa Subunit, Human
NDUS8_HUMAN	O00217	CHEMBL2090	NADH-ubiquinone Oxidoreductase 23 KDa Subunit,, Human
NEC1_HUMAN	P29120	CHEMBL3182	Prohormone Convertase 1, Human
NEC2_HUMAN	P16519	CHEMBL2433	Prohormone Convertase 2, Human
NEK1_HUMAN	Q96PY6	CHEMBL5855	Serine/threonine-protein Kinase Nek1, Human
NEK2_HUMAN	P51955	CHEMBL3835	Serine/threonine-protein Kinase NEK2, Human
NEK5_HUMAN	Q6P3R8	CHEMBL5044	Serine/threonine-protein Kinase Nek5, Human
NEK6_HUMAN	Q9HC98	CHEMBL4309	Serine/threonine-protein Kinase NEK6, Human
NEK7_HUMAN	Q8TDX7	CHEMBL4849	Serine/threonine-protein Kinase NEK7, Human
NEK9_HUMAN	Q8TD19	CHEMBL5257	Serine/threonine-protein Kinase NEK9, Human
NEMO_HUMAN	Q9Y6K9	CHEMBL4967	NF-kappa-B Essential Modulator, Human
NEP_HUMAN	P08473	CHEMBL1944	Neprilysin, Human
NEP_MOUSE	Q61391	CHEMBL2642	Neprilysin, Mouse
NEP_PIG	P19621	CHEMBL6107	Neprilysin, Pig
NEP_RABIT	P08049	CHEMBL3768	Neprilysin, Rabit
NEP_RAT	P07861	CHEMBL3369	Neprilysin, Rat
NEUR1_HUMAN	Q99519	CHEMBL2726	Sialidase 1, Human
NEUR2_HUMAN	Q9Y3R4	CHEMBL3200	Sialidase 2, Human
NEUR3_HUMAN	Q9UQ49	CHEMBL6018	Sialidase-3, Human
NEUR4_HUMAN	Q8WWR8	CHEMBL4174	Sialidase 4, Human
NFKB1_HUMAN	P19838	CHEMBL3251	Nuclear Factor NF-kappa-B P105 Subunit, Human
NFKB2_HUMAN	Q00653	CHEMBL3003	Nuclear Factor NF-kappa-B P100/p49 Subunits, Human
NHAA_ECOLI	P13738	CHEMBL5478	Na(+)/H(+) Antiporter NhaA, Ecoli
NICA_HUMAN	Q92542	CHEMBL3418	Nicastrin, Human
NIM1_HUMAN	Q8IY84	CHEMBL3542	Serine/threonine-protein Kinase NIM1, Human
NISCH_HUMAN	Q9Y2I1	CHEMBL3923	Nischarin, Human
NISCH_RAT	Q4G017	CHEMBL5221	Nischarin, Rat
NK1R_CAVPO	P30547	CHEMBL3942	Neurokinin 1 Receptor, Guinea Pig
NK1R_HUMAN	P25103	CHEMBL249	Neurokinin 1 Receptor, Human
NK1R_MOUSE	P30548	CHEMBL2668	Neurokinin 1 Receptor, Mouse
NK1R_RAT	P14600	CHEMBL4027	Neurokinin 1 Receptor, Rat
NK2R_BOVIN	P05363	CHEMBL4815	Neurokinin 2 Receptor, Bovin
NK2R_CAVPO	Q64077	CHEMBL2647	Neurokinin 2 Receptor, Guinea Pig
NK2R_HUMAN	P21452	CHEMBL2327	Neurokinin 2 Receptor, Human
NK2R_MOUSE	P30549	CHEMBL2813	Neurokinin 2 Receptor, Mouse
NK2R_RAT	P16610	CHEMBL4554	Neurokinin 2 Receptor, Rat
NK3R_CAVPO	P30098	CHEMBL3799	Neurokinin 3 Receptor, Guinea Pig
NK3R_HUMAN	P29371	CHEMBL4429	Neurokinin 3 Receptor, Human
NK3R_RAT	P16177	CHEMBL3154	Neurokinin 3 Receptor, Rat
NLK_HUMAN	Q9UBE8	CHEMBL5364	Serine/threonine Protein Kinase NLK, Human
NLTP_HUMAN	P22307	CHEMBL5950	Non-specific Lipid-transfer Protein, Human
NMBR_HUMAN	P28336	CHEMBL3636	Neuromedin B Receptor, Human
NMBR_RAT	P24053	CHEMBL4440	Neuromedin B Receptor, Rat
NMD3A_HUMAN	Q8TCU5	CHEMBL4787	Glutamate [NMDA] Receptor Subunit 3A, Human
NMD3A_RAT	Q9R1M7	CHEMBL342	Glutamate [NMDA] Receptor Subunit 3A, Rat
NMD3B_HUMAN	O60391	CHEMBL2913	Glutamate [NMDA] Receptor Subunit 3B, Human
NMD3B_MOUSE	Q91ZU9	CHEMBL2557	Glutamate [NMDA] Receptor Subunit 3B, Mouse
NMD3B_RAT	Q8VHN2	CHEMBL282	Glutamate [NMDA] Receptor Subunit 3B, Rat
NMDE1_HUMAN	Q12879	CHEMBL1972	Glutamate [NMDA] Receptor Subunit Epsilon 1, Human
NMDE1_MOUSE	P35436	CHEMBL2521	Glutamate [NMDA] Receptor Subunit Epsilon 1, Mouse
NMDE1_RAT	Q00959	CHEMBL310	Glutamate [NMDA] Receptor Subunit Epsilon 1, Rat
NMDE2_HUMAN	Q13224	CHEMBL1904	Glutamate [NMDA] Receptor Subunit Epsilon 2, Human
NMDE2_MOUSE	Q01097	CHEMBL3442	Glutamate [NMDA] Receptor Subunit Epsilon 2, Mouse
NMDE2_RAT	Q00960	CHEMBL311	Glutamate [NMDA] Receptor Subunit Epsilon 2, Rat
NMDE3_HUMAN	Q14957	CHEMBL4109	Glutamate [NMDA] Receptor Subunit Epsilon 3, Human
NMDE3_MOUSE	Q01098	CHEMBL3555	Glutamate [NMDA] Receptor Subunit Epsilon 3, Mouse
NMDE3_RAT	Q00961	CHEMBL401	Glutamate [NMDA] Receptor Subunit Epsilon 3, Rat
NMDE4_HUMAN	O15399	CHEMBL2591	Glutamate [NMDA] Receptor Subunit Epsilon 4, Human
NMDE4_MOUSE	Q03391	CHEMBL2893	Glutamate [NMDA] Receptor Subunit Epsilon 4, Mouse
NMDE4_RAT	Q62645	CHEMBL303	Glutamate [NMDA] Receptor Subunit Epsilon 4, Rat
NMDZ1_HUMAN	Q05586	CHEMBL2015	Glutamate (NMDA) Receptor Subunit Zeta 1, Human
NMDZ1_MOUSE	P35438	CHEMBL2895	Glutamate (NMDA) Receptor Subunit Zeta 1, Mouse
NMDZ1_RAT	P35439	CHEMBL330	Glutamate (NMDA) Receptor Subunit Zeta 1, Rat
NMT1_HUMAN	P30419	CHEMBL2593	Peptide N-myristoyltransferase 1, Human
NMT2_HUMAN	O60551	CHEMBL2849	Peptide N-myristoyltransferase 2, Human
NMT_CANAL	P30418	CHEMBL3548	Peptide N-myristoyltransferase 1, Canal
NMT_YEAST	P14743	CHEMBL5484	Glycylpeptide N-tetradecanoyltransferase, Yeast
NMUR1_HUMAN	Q9HB89	CHEMBL1075178	Neuromedin-U Receptor 1, Human
NMUR2_HUMAN	Q9GZQ4	CHEMBL1075144	Neuromedin-U Receptor 2, Human
NORA_STAAU	P0A0J7	CHEMBL5114	Quinolone Resistance Protein NorA, Staau
NOS1_HUMAN	P29475	CHEMBL3568	Nitric-oxide Synthase, Brain, Human
NOS1_MOUSE	Q9Z0J4	CHEMBL4719	Nitric-oxide Synthase, Brain, Mouse
NOS1_RAT	P29476	CHEMBL3048	Nitric-oxide Synthase, Brain, Rat
NOS2_HUMAN	P35228	CHEMBL4481	Nitric Oxide Synthase, Inducible, Human
NOS2_MOUSE	P29477	CHEMBL3464	Nitric Oxide Synthase, Inducible, Mouse
NOS2_RAT	Q06518	CHEMBL3051	Nitric Oxide Synthase, Inducible, Rat
NOS3_BOVIN	P29473	CHEMBL4802	Nitric-oxide Synthase, Endothelial, Bovin
NOS3_HUMAN	P29474	CHEMBL4803	Nitric-oxide Synthase, Endothelial, Human
NOS3_MOUSE	P70313	CHEMBL2643	Nitric-oxide Synthase, Endothelial, Mouse
NOS3_PIG	Q28969	CHEMBL3809	Nitric-oxide Synthase, Endothelial, Pig
NOS3_RAT	Q62600	CHEMBL1075230	Nitric Oxide Synthase, Endothelial, Rat
NOX1_HUMAN	Q9Y5S8	CHEMBL1287628	NADPH Oxidase 1, Human
NOX4_HUMAN	Q9NPH5	CHEMBL1250375	NADPH Oxidase 4, Human
NPCL1_HUMAN	Q9UHC9	CHEMBL2027	Niemann-Pick C1-like Protein 1, Human
NPCL1_MOUSE	Q6T3U4	CHEMBL1075296	Niemann-Pick C1-like Protein 1, Mouse
NPCL1_RAT	Q6T3U3	CHEMBL5161	Niemann-Pick C1-like Protein 1, Rat
NPFF2_RAT	Q9EQD2	CHEMBL3425	Neuropeptide FF Receptor 2, Rat
NPM_HUMAN	P06748	CHEMBL5178	Nucleophosmin, Human
NPY1R_HUMAN	P25929	CHEMBL4777	Neuropeptide Y Receptor Type 1, Human
NPY1R_RAT	P21555	CHEMBL2587	Neuropeptide Y Receptor Type 1, Rat
NPY2R_HUMAN	P49146	CHEMBL4018	Neuropeptide Y Receptor Type 2, Human
NPY4R_HUMAN	P50391	CHEMBL4877	Neuropeptide Y Receptor Type 4, Human
NPY5R_HUMAN	Q15761	CHEMBL4561	Neuropeptide Y Receptor Type 5, Human
NPY5R_MOUSE	O70342	CHEMBL3802	Neuropeptide Y Receptor Type 5, Mouse
NPY5R_RAT	Q63634	CHEMBL2548	Neuropeptide Y Receptor Type 5, Rat
NQO1_HUMAN	P15559	CHEMBL3623	Quinone Reductase 1), Human
NQO2_HUMAN	P16083	CHEMBL3959	Quinone Reductase 2, Human
NR0B2_HUMAN	Q15466	CHEMBL5603	Nuclear Receptor Subfamily 0 Group B Member 2, Human
NR1H2_HUMAN	P55055	CHEMBL4093	LXR-beta, Human
NR1H3_HUMAN	Q13133	CHEMBL2808	LXR-alpha, Human
NR1H4_HUMAN	Q96RI1	CHEMBL2047	Bile Acid Receptor FXR, Human
NR1I2_HUMAN	O75469	CHEMBL3401	Pregnane X Receptor, Human
NR1I3_MOUSE	O35627	CHEMBL3069	Constitutive Androstane Receptor, Mouse
NR4A2_HUMAN	P43354	CHEMBL5002	Nuclear Receptor Subfamily 4 Group A Member 2, Human
NR5A2_HUMAN	O00482	CHEMBL3544	Orphan Nuclear Receptor LRH-1, Human
NRAM_I34A1	P03468	CHEMBL2051	Neuraminidase, I34a1
NRAM_I68A0	Q75VQ4	CHEMBL1287607	Neuraminidase, I68a0
NRAM_INBLE	P03474	CHEMBL3377	Neuraminidase, Inble
NRP1_HUMAN	O14786	CHEMBL5174	Neuropilin-1, Human
NSMA_HUMAN	O60906	CHEMBL4712	Neutral Sphingomyelinase, Human
NSMA_RAT	Q9ET64	CHEMBL3528	Neutral Sphingomyelinase, Rat
NTCP2_HUMAN	Q12908	CHEMBL2778	Ileal Bile Acid Transporter, Human
NTCP_HUMAN	Q14973	CHEMBL5287	Bile Acid Transporter, Human
NTR1_HUMAN	P30989	CHEMBL4123	Neurotensin Receptor 1, Human
NTR1_MOUSE	O88319	CHEMBL3570	Neurotensin Receptor 1, Mouse
NTR1_RAT	P20789	CHEMBL3027	Neurotensin Receptor 1, Rat
NTR2_HUMAN	O95665	CHEMBL2514	Neurotensin Receptor 2, Human
NTR2_MOUSE	P70310	CHEMBL2580	Neurotensin Receptor 2, Mouse
NTRK1_HUMAN	P04629	CHEMBL2815	Nerve Growth Factor Receptor Trk-A, Human
NTRK2_HUMAN	Q16620	CHEMBL4898	Neurotrophic Tyrosine Kinase Receptor Type 2, Human
NTRK3_HUMAN	Q16288	CHEMBL5608	NT-3 Growth Factor Receptor, Human
NU1M_HUMAN	P03886	CHEMBL2111	NADH-ubiquinone Oxidoreductase Chain 1, Human
NU2M_HUMAN	P03891	CHEMBL2515	NADH-ubiquinone Oxidoreductase Chain 2, Human
NU3M_HUMAN	P03897	CHEMBL4643	NADH-ubiquinone Oxidoreductase Chain 3, Human
NU4LM_HUMAN	P03901	CHEMBL2091	NADH-ubiquinone Oxidoreductase Chain 4L, Human
NU4M_HUMAN	P03905	CHEMBL4499	NADH-ubiquinone Oxidoreductase Chain 4, Human
NU5M_HUMAN	P03915	CHEMBL3098	NADH-ubiquinone Oxidoreductase Chain 5, Human
NU6M_HUMAN	P03923	CHEMBL2087	NADH-ubiquinone Oxidoreductase Chain 6, Human
NUAK1_HUMAN	O60285	CHEMBL5784	NUAK Family SNF1-like Kinase 1, Human
NUAK2_HUMAN	Q9H093	CHEMBL5698	NUAK Family SNF1-like Kinase 2, Human
O07746_MYCTU	O07746	CHEMBL6066	Chorismate Mutase-related Protein, Myctu
O07911_STAAU	O07911	CHEMBL4726	Receptor-histidine Kinase AgrC, Staau
O15648_9TRYP	O15648	CHEMBL5686	6-phospho-1-fructokinase, 9tryp
O19067_PIG	O19067	CHEMBL3451	Glutamate (NMDA) Receptor Subunit Zeta 1, Pig
O30463_MYCAV	O30463	CHEMBL5457	Dihydrofolate Reductase, Mycav
O35880_RAT	O35880	CHEMBL2604	Isoleucyl-tRNA Synthetase, Rat
O46399_SHEEP	O46399	CHEMBL3462	Beta Tubulin, Sheep
O49150_SOLTU	O49150	CHEMBL3317	5-lipoxygenase, Soltu
O53430_MYCTU	O53430	CHEMBL3703	Mycothiol S-conjugate Amidase, Myctu
O60989_PLAVI	O60989	CHEMBL6198	Aspartic Protease PM4, Plavi
O69002_PSEAI	O69002	CHEMBL1075209	Heme Oxygenase, Pseai
O69638_MYCTU	O69638	CHEMBL1795156	Hydrolase, Alpha/beta Hydrolase Fold Family, Myctu
O70282_RAT	O70282	CHEMBL3248	Trehalase, Rat
O77078_PLAFA	O77078	CHEMBL4968	Beta-ketoacyl-ACP-synthase III, Plafa
O77669_CANFA	O77669	CHEMBL3929	Coagulation Factor X, Canine
O77773_PIG	O77773	CHEMBL3985	Voltage-dependent Calcium Channel Alpha2delta Subunit, Pig
O77823_PIG	O77823	CHEMBL3333	Phosphodiesterase 4A, Pig
O82865_MICLU	O82865	CHEMBL4529	Tyramine Oxidase, Miclu
O87171_PSEPA	O87171	CHEMBL3908	Lignostilbene Alpha, Beta-dioxygenase, Psepa
O93874_CURLU	O93874	CHEMBL3925	17-beta-hydroxysteroid-dehydrogenase, Curlu
O96214_PLAFA	O96214	CHEMBL6169	Putative Uncharacterized Protein Pk7, Plafa
