GeneName1	GeneName2	Distance
RT14	PNPT1	0.817
RT14	J3KQE5	0.849
RT14	ACL6A	0.809
RT14	RUXE	0.721
RT14	RL28	0.561
RT14	DYH1	0.846
RT14	RS18	0.424
RT14	NACAM	0.845
RT14	RPAB2	0.753
RT14	J3KQN4	0.72
RT14	NOL7	0.846
RT14	ACADM	0.777
RT14	LSM5	0.806
RT14	J3KQY1	0.373
RT14	RS18	0.424
RT14	RS24	0.286
RT14	DYH14	0.846
RT14	RS18	0.424
RT14	BAP1	0.845
RT14	A6NE09	0.58
RT14	S35A5	0.808
RT14	A8K0B5	0.831
RT14	RL37A	0.632
RT14	EFGM	0.5
RT14	EIF1	0.522
RT14	RL41	0.726
CA228	CNTN5	0.694
CA228	FA46B	0.8
CA228	FA46D	0.797
CA228	FA46A	0.8
CA228	PUF60	0.632
CA228	D3DWK9	0.391
CA228	LCE5A	0.101
CA228	RN220	0.036
CA228	STK31	0.588
CA228	PC11Y	0.835
CA228	FANK1	0.759
CA228	CRCT1	0.101
CA228	FA46C	0.8
CA228	TMM53	0.248
CA228	CAP1	0.101
CA228	PC11X	0.816
CA228	CHST3	0.66
CA228	G5E9A1	0.572
CA228	CD177	0.66
KRA58	POLS2	0.66
KRA58	DIRC1	0.819
KRA58	MB212	0.788
KRA58	KR111	0.759
KRA58	KR231	0.66
KRA58	KR10A	0.812
KRA58	KR107	0.812
KRA58	KR103	0.805
KRA58	KR10C	0.804
KRA58	KR105	0.817
KRA58	KR101	0.838
RN183	GMIP	0.621
RN183	ZNRF4	0.694
RN183	KXDL1	0.553
RN183	IBP5	0.835
RN183	AP1M2	0.759
RN183	UBP2	0.74
RN183	J3KN31	0.815
RN183	MUL1	0.727
RN183	ELMD1	0.538
RN183	UB2Q2	0.759
RN183	SLCO2B1	0.74
RN183	UB2Q1	0.843
RN183	PP16A	0.66
RN183	ADSV	0.781
RN183	LIPB2	0.682
RN183	RN150	0.457
RN183	SPR1B	0.737
RN183	FBLN4	0.727
RN183	UBA6	0.771
RN183	UBE2N	0.837
RN183	APOL1	0.759
RN183	CHFR	0.764
RN183	RMD5B	0.391
RN183	ES8L2	0.621
RN183	UBE2O	0.765
RN183	ZNRF2	0.757
RN183	P4HB	0.823
RN183	J3KNN3	0.588
RN183	ALDH1A3	0.772
RN183	U17L2	0.57
RN183	THIK	0.82
RN183	P2RX4	0.765
RN183	SIR6	0.799
RN183	SOCS2	0.726
RN183	RASF7	0.666
RN183	IFFO1	0.58
RN183	PJA2	0.737
RN183	IKKE	0.82
RN183	RGS16	0.757
RN183	UFL1	0.797
RN183	FATE1	0.784
RN183	FBP1	0.766
RN183	EWS	0.846
RN183	UBE2D2	0.828
RN183	MAP3K1	0.798
RN183	UB2J2	0.815
RN183	X6REH9	0.799
RN183	FAKD1	0.391
RN183	DDR1	0.821
RN183	DDR1	0.757
RN183	PEG10	0.84
RL41	RS20	0.799
RL41	J3QQ67	0.757
RL41	RS5	0.644
RL41	REM1	0.838
RL41	RL6	0.648
RL41	ATP5D	0.826
RL41	CSNK2A1	0.76
RL41	RL18A	0.654
RL41	RPL19	0.624
RL41	J3KMX5	0.56
RL41	MPCP	0.809
RL41	GAPDH	0.818
RL41	MAPK14	0.804
RL41	RS12	0.627
RL41	CX7A2	0.717
RL41	TYB10	0.7
RL41	EF1B	0.698
RL41	ML12B	0.841
RL41	SLIRP	0.848
RL41	MYH2	0.781
RL41	COX6B1	0.776
RL41	COX7C	0.804
RL41	CMA1	0.744
RL41	RS16	0.754
RL41	RL36	0.551
RL41	EIF3G	0.839
RL41	RL27	0.455
RL41	PHS2	0.765
RL41	RL35	0.415
RL41	PSMA6	0.841
RL41	PRR11	0.765
RL41	DPH1	0.8
RL41	RPL26L1	0.843
RL41	RUXF	0.814
RL41	SRP14	0.754
RL41	SOD1	0.844
RL41	CRNN	0.785
RL41	RS27A	0.73
RL41	RUXG	0.832
RL41	RBX2	0.671
RL41	RPL37	0.641
RL41	NHP2	0.828
RL41	RS3	0.586
RL41	J3KN89	0.649
RL41	RL30	0.49
RL41	G8JLA2	0.794
RL41	RL26	0.787
RL41	RL29	0.573
RL41	ARFP1	0.8
RL41	RS23	0.762
RL41	J3KNC2	0.835
RL41	RS9	0.762
RL41	HINT1	0.799
RL41	SARCO	0.815
RL41	RL13	0.694
RL41	EEF2	0.638
RL41	RPL15	0.843
RL41	UQCRH	0.833
RL41	RS14	0.757
RL41	RL4	0.679
RL41	RPB2	0.771
RL41	J9JID2	0.841
RL41	RS15A	0.684
RL41	TOP3A	0.843
RL41	RLA2	0.661
RL41	SPAS2	0.84
RL41	EEF1A1	0.728
RL41	K22O	0.804
RL41	RS27L	0.537
RL41	J3KNP2	0.726
RL41	NOP10	0.84
RL41	KRA81	0.729
RL41	PFD5	0.719
RL41	PRIC4	0.841
RL41	RLA0	0.802
RL41	RS7	0.516
RL41	KTDAP	0.792
RL41	NDUFA4	0.744
RL41	RL7	0.774
RL41	PARK7	0.807
RL41	RL10	0.732
RL41	RS2	0.82
RL41	SMD2	0.673
RL41	RL14	0.814
RL41	RPL3	0.693
RL41	RL36L	0.709
RL41	RL27A	0.515
RL41	RL9	0.445
RL41	RL21	0.727
RL41	RLA1	0.463
RL41	RS17	0.58
RL41	RS3A	0.6
RL41	RL22	0.766
RL41	RS10	0.838
RL41	PLGB	0.8
RL41	RS26	0.723
RL41	TOP3B	0.82
RL41	TOM7	0.709
RL41	MT-CYB	0.804
RL41	ATP6	0.731
RL41	MT-ND1	0.82
RL41	RL12	0.832
RL41	MT-CO2	0.787
RL41	NAA35	0.759
RL41	MT-CO3	0.798
RL41	MT-ND2	0.804
RL41	MT-ND3	0.728
RL41	RL39	0.614
RL41	TRI58	0.759
RL41	UFC1	0.843
RL41	HCN3	0.799
RL41	RS27	0.398
RL41	IKBKG	0.571
RL41	CSAG1	0.843
RL41	RL5	0.838
RL41	RL7A	0.823
RL41	NDUFS5	0.802
RL41	RL10A	0.484
RL41	PAFA2	0.818
RL41	RPL11	0.547
RL41	CSK2B	0.379
RL41	HNRPK	0.82
RL41	J3KPD9	0.84
RL41	SOX21	0.84
RL41	UQCRQ	0.776
RL41	J3KPG2	0.57
RL41	RS6	0.66
RL41	RPL13A	0.657
RL41	RL24	0.584
RL41	RPL23	0.644
RL41	RL34	0.733
RL41	CHCH2	0.829
RL41	RS29	0.42
RL41	RS8	0.751
RL41	RL32	0.571
RL41	RL31	0.732
RL41	RL40	0.792
RL41	RPL23A	0.82
RL41	ATP5J	0.84
RL41	S39A7	0.823
RL41	RS18	0.683
RL41	RL35A	0.804
RL41	TMA7	0.576
RL41	RL28	0.603
RL41	RS18	0.693
RL41	J3KQN4	0.648
RL41	RS24	0.469
RL41	RS18	0.693
RL41	EIF3L	0.846
RL41	RL37A	0.48
RL41	RT14	0.726
